Timestamp (UTC),Value (mm)
1983-10-15 16:00:00,0
1983-10-15 16:00:01,NaN
1983-10-20 15:59:59,NaN
1983-10-20 16:00:00,8
1983-10-20 16:00:01,NaN
1983-10-25 15:59:59,NaN
1983-10-25 16:00:00,7
1983-10-25 16:00:01,NaN
1983-10-30 15:59:59,NaN
1983-10-30 16:00:00,3
1983-10-31 16:00:00,4
1983-10-31 16:00:01,NaN
1983-11-05 15:59:59,NaN
1983-11-05 16:00:00,6
1983-11-05 16:00:01,NaN
1983-11-10 15:59:59,NaN
1983-11-10 16:00:00,37
1983-11-10 16:00:01,NaN
1983-11-15 15:59:59,NaN
1983-11-15 16:00:00,96
1983-11-15 16:00:01,NaN
1983-11-20 15:59:59,NaN
1983-11-20 16:00:00,125
1983-11-20 16:00:01,NaN
1983-11-25 15:59:59,NaN
1983-11-25 16:00:00,134
1983-11-25 16:00:01,NaN
1983-11-30 15:59:59,NaN
1983-11-30 16:00:00,132
1983-11-30 16:00:01,NaN
1983-12-05 15:59:59,NaN
1983-12-05 16:00:00,148
1983-12-05 16:00:01,NaN
1983-12-10 15:59:59,NaN
1983-12-10 16:00:00,175
1983-12-10 16:00:01,NaN
1983-12-15 15:59:59,NaN
1983-12-15 16:00:00,197
1983-12-15 16:00:01,NaN
1983-12-20 15:59:59,NaN
1983-12-20 16:00:00,194
1983-12-20 16:00:01,NaN
1983-12-25 15:59:59,NaN
1983-12-25 16:00:00,191
1983-12-25 16:00:01,NaN
1983-12-30 15:59:59,NaN
1983-12-30 16:00:00,197
1983-12-31 16:00:00,199
1983-12-31 16:00:01,NaN
1984-01-05 15:59:59,NaN
1984-01-05 16:00:00,231
1984-01-05 16:00:01,NaN
1984-01-10 15:59:59,NaN
1984-01-10 16:00:00,236
1984-01-10 16:00:01,NaN
1984-01-15 15:59:59,NaN
1984-01-15 16:00:00,250
1984-01-15 16:00:01,NaN
1984-01-20 15:59:59,NaN
1984-01-20 16:00:00,251
1984-01-20 16:00:01,NaN
1984-01-25 15:59:59,NaN
1984-01-25 16:00:00,342
1984-01-25 16:00:01,NaN
1984-01-30 15:59:59,NaN
1984-01-30 16:00:00,351
1984-01-31 16:00:00,358
1984-01-31 16:00:01,NaN
1984-02-05 15:59:59,NaN
1984-02-05 16:00:00,359
1984-02-05 16:00:01,NaN
1984-02-10 15:59:59,NaN
1984-02-10 16:00:00,360
1984-02-10 16:00:01,NaN
1984-02-15 15:59:59,NaN
1984-02-15 16:00:00,400
1984-02-15 16:00:01,NaN
1984-02-20 15:59:59,NaN
1984-02-20 16:00:00,403
1984-02-20 16:00:01,NaN
1984-02-25 15:59:59,NaN
1984-02-25 16:00:00,442
1984-02-25 16:00:01,NaN
1984-02-29 15:59:59,NaN
1984-02-29 16:00:00,445
1984-02-29 16:00:01,NaN
1984-03-05 15:59:59,NaN
1984-03-05 16:00:00,452
1984-03-05 16:00:01,NaN
1984-03-10 15:59:59,NaN
1984-03-10 16:00:00,455
1984-03-10 16:00:01,NaN
1984-03-15 15:59:59,NaN
1984-03-15 16:00:00,510
1984-03-15 16:00:01,NaN
1984-03-20 15:59:59,NaN
1984-03-20 16:00:00,528
1984-03-20 16:00:01,NaN
1984-03-25 15:59:59,NaN
1984-03-25 16:00:00,551
1984-03-25 16:00:01,NaN
1984-03-30 15:59:59,NaN
1984-03-30 16:00:00,591
1984-03-31 16:00:00,591
1984-03-31 16:00:01,NaN
1984-04-05 15:59:59,NaN
1984-04-05 16:00:00,593
1984-04-05 16:00:01,NaN
1984-04-10 15:59:59,NaN
1984-04-10 16:00:00,622
1984-04-10 16:00:01,NaN
1984-04-15 15:59:59,NaN
1984-04-15 16:00:00,626
1984-04-15 16:00:01,NaN
1984-04-20 15:59:59,NaN
1984-04-20 16:00:00,569
1984-04-20 16:00:01,NaN
1984-04-25 15:59:59,NaN
1984-04-25 16:00:00,567
1984-04-25 16:00:01,NaN
1984-04-30 15:59:59,NaN
1984-04-30 16:00:00,584
1984-04-30 16:00:01,NaN
1984-05-05 15:59:59,NaN
1984-05-05 16:00:00,595
1984-05-05 16:00:01,NaN
1984-05-10 15:59:59,NaN
1984-05-10 16:00:00,598
1984-05-10 16:00:01,NaN
1984-05-15 15:59:59,NaN
1984-05-15 16:00:00,597
1984-05-15 16:00:01,NaN
1984-05-20 15:59:59,NaN
1984-05-20 16:00:00,573
1984-05-20 16:00:01,NaN
1984-05-25 15:59:59,NaN
1984-05-25 16:00:00,512
1984-05-25 16:00:01,NaN
1984-05-30 15:59:59,NaN
1984-05-30 16:00:00,410
1984-05-31 16:00:00,366
1984-05-31 16:00:01,NaN
1984-06-05 15:59:59,NaN
1984-06-05 16:00:00,266
1984-06-05 16:00:01,NaN
1984-06-10 15:59:59,NaN
1984-06-10 16:00:00,133
1984-06-10 16:00:01,NaN
1984-06-15 15:59:59,NaN
1984-06-15 16:00:00,0
1984-06-15 16:00:01,NaN
1984-10-10 15:59:59,NaN
1984-10-10 16:00:00,0
1984-10-10 16:00:01,NaN
1984-10-15 15:59:59,NaN
1984-10-15 16:00:00,10
1984-10-15 16:00:01,NaN
1984-10-20 15:59:59,NaN
1984-10-20 16:00:00,20
1984-10-20 16:00:01,NaN
1984-10-25 15:59:59,NaN
1984-10-25 16:00:00,80
1984-10-25 16:00:01,NaN
1984-10-31 15:59:59,NaN
1984-10-31 16:00:00,100
1984-10-31 16:00:01,NaN
1984-11-05 15:59:59,NaN
1984-11-05 16:00:00,190
1984-11-05 16:00:01,NaN
1984-11-10 15:59:59,NaN
1984-11-10 16:00:00,200
1984-11-10 16:00:01,NaN
1984-11-15 15:59:59,NaN
1984-11-15 16:00:00,240
1984-11-15 16:00:01,NaN
1984-11-20 15:59:59,NaN
1984-11-20 16:00:00,270
1984-11-20 16:00:01,NaN
1984-11-25 15:59:59,NaN
1984-11-25 16:00:00,280
1984-11-25 16:00:01,NaN
1984-11-30 15:59:59,NaN
1984-11-30 16:00:00,300
1984-11-30 16:00:01,NaN
1984-12-05 15:59:59,NaN
1984-12-05 16:00:00,323
1984-12-05 16:00:01,NaN
1984-12-10 15:59:59,NaN
1984-12-10 16:00:00,402
1984-12-10 16:00:01,NaN
1984-12-15 15:59:59,NaN
1984-12-15 16:00:00,444
1984-12-15 16:00:01,NaN
1984-12-20 15:59:59,NaN
1984-12-20 16:00:00,455
1984-12-20 16:00:01,NaN
1984-12-25 15:59:59,NaN
1984-12-25 16:00:00,470
1984-12-25 16:00:01,NaN
1984-12-31 15:59:59,NaN
1984-12-31 16:00:00,534
1985-01-01 16:00:00,534
1985-01-02 16:00:00,534
1985-01-03 16:00:00,534
1985-01-04 16:00:00,535
1985-01-05 16:00:00,535
1985-01-06 16:00:00,535
1985-01-07 16:00:00,535
1985-01-08 16:00:00,535
1985-01-09 16:00:00,535
1985-01-10 16:00:00,533
1985-01-11 16:00:00,534
1985-01-12 16:00:00,535
1985-01-13 16:00:00,535
1985-01-14 16:00:00,536
1985-01-15 16:00:00,535
1985-01-16 16:00:00,537
1985-01-17 16:00:00,537
1985-01-18 16:00:00,537
1985-01-19 16:00:00,537
1985-01-20 16:00:00,537
1985-01-21 16:00:00,537
1985-01-22 16:00:00,537
1985-01-23 16:00:00,538
1985-01-24 16:00:00,537
1985-01-25 16:00:00,537
1985-01-26 16:00:00,537
1985-01-27 16:00:00,537
1985-01-28 16:00:00,537
1985-01-29 16:00:00,534
1985-01-30 16:00:00,535
1985-01-31 16:00:00,535
1985-02-01 16:00:00,534
1985-02-02 16:00:00,532
1985-02-03 16:00:00,533
1985-02-04 16:00:00,534
1985-02-05 16:00:00,535
1985-02-06 16:00:00,542
1985-02-07 16:00:00,544
1985-02-08 16:00:00,544
1985-02-09 16:00:00,547
1985-02-10 16:00:00,569
1985-02-11 16:00:00,574
1985-02-12 16:00:00,575
1985-02-13 16:00:00,577
1985-02-14 16:00:00,582
1985-02-15 16:00:00,584
1985-02-16 16:00:00,584
1985-02-17 16:00:00,585
1985-02-18 16:00:00,594
1985-02-19 16:00:00,594
1985-02-20 16:00:00,595
1985-02-21 16:00:00,596
1985-02-22 16:00:00,598
1985-02-23 16:00:00,612
1985-02-24 16:00:00,620
1985-02-25 16:00:00,620
1985-02-26 16:00:00,620
1985-02-27 16:00:00,622
1985-02-28 16:00:00,622
1985-03-01 16:00:00,619
1985-03-02 16:00:00,618
1985-03-03 16:00:00,618
1985-03-04 16:00:00,618
1985-03-05 16:00:00,620
1985-03-06 16:00:00,620
1985-03-07 16:00:00,619
1985-03-08 16:00:00,620
1985-03-09 16:00:00,622
1985-03-10 16:00:00,622
1985-03-11 16:00:00,624
1985-03-12 16:00:00,624
1985-03-13 16:00:00,627
1985-03-14 16:00:00,629
1985-03-15 16:00:00,632
1985-03-16 16:00:00,638
1985-03-17 16:00:00,642
1985-03-18 16:00:00,640
1985-03-19 16:00:00,642
1985-03-20 16:00:00,645
1985-03-21 16:00:00,652
1985-03-22 16:00:00,657
1985-03-23 16:00:00,679
1985-03-24 16:00:00,687
1985-03-25 16:00:00,689
1985-03-26 16:00:00,692
1985-03-27 16:00:00,694
1985-03-28 16:00:00,696
1985-03-29 16:00:00,701
1985-03-30 16:00:00,706
1985-03-31 16:00:00,707
1985-04-01 16:00:00,711
1985-04-02 16:00:00,737
1985-04-03 16:00:00,749
1985-04-04 16:00:00,750
1985-04-05 16:00:00,747
1985-04-06 16:00:00,749
1985-04-07 16:00:00,749
1985-04-08 16:00:00,746
1985-04-09 16:00:00,736
1985-04-10 16:00:00,721
1985-04-11 16:00:00,700
1985-04-12 16:00:00,672
1985-04-13 16:00:00,666
1985-04-14 16:00:00,629
1985-04-15 16:00:00,624
1985-04-16 16:00:00,619
1985-04-17 16:00:00,623
1985-04-18 16:00:00,627
1985-04-19 16:00:00,644
1985-04-20 16:00:00,670
1985-04-21 16:00:00,674
1985-04-22 16:00:00,686
1985-04-23 16:00:00,695
1985-04-24 16:00:00,695
1985-04-25 16:00:00,695
1985-04-26 16:00:00,707
1985-04-27 16:00:00,726
1985-04-28 16:00:00,718
1985-04-29 16:00:00,711
1985-04-30 16:00:00,703
1985-05-01 16:00:00,678
1985-05-02 16:00:00,649
1985-05-03 16:00:00,623
1985-05-04 16:00:00,626
1985-05-05 16:00:00,626
1985-05-06 16:00:00,632
1985-05-07 16:00:00,625
1985-05-08 16:00:00,602
1985-05-09 16:00:00,582
1985-05-10 16:00:00,561
1985-05-11 16:00:00,564
1985-05-12 16:00:00,565
1985-05-13 16:00:00,555
1985-05-14 16:00:00,509
1985-05-15 16:00:00,459
1985-05-16 16:00:00,414
1985-05-17 16:00:00,370
1985-05-18 16:00:00,317
1985-05-19 16:00:00,263
1985-05-20 16:00:00,201
1985-05-21 16:00:00,129
1985-05-22 16:00:00,57
1985-05-23 16:00:00,14
1985-05-24 16:00:00,7
1985-05-25 16:00:00,3
1985-05-26 16:00:00,0
1985-05-26 16:00:01,NaN
1985-09-25 15:59:59,NaN
1985-09-25 16:00:00,0
1985-09-26 16:00:00,0.4
1985-09-27 16:00:00,0.4
1985-09-28 16:00:00,0.3
1985-09-29 16:00:00,0
1985-09-30 16:00:00,0.2
1985-10-01 16:00:00,0
1985-10-02 16:00:00,0
1985-10-03 16:00:00,0
1985-10-04 16:00:00,0
1985-10-05 16:00:00,0
1985-10-06 16:00:00,0
1985-10-07 16:00:00,0
1985-10-08 16:00:00,0
1985-10-09 16:00:00,0
1985-10-10 16:00:00,0
1985-10-11 16:00:00,5
1985-10-12 16:00:00,4
1985-10-13 16:00:00,15
1985-10-14 16:00:00,26
1985-10-15 16:00:00,19
1985-10-16 16:00:00,19
1985-10-17 16:00:00,19
1985-10-18 16:00:00,19
1985-10-19 16:00:00,15
1985-10-20 16:00:00,11
1985-10-21 16:00:00,8
1985-10-22 16:00:00,11
1985-10-23 16:00:00,11
1985-10-24 16:00:00,45
1985-10-25 16:00:00,56
1985-10-26 16:00:00,71
1985-10-27 16:00:00,71
1985-10-28 16:00:00,71
1985-10-29 16:00:00,71
1985-10-30 16:00:00,71
1985-10-31 16:00:00,75
1985-11-01 16:00:00,116
1985-11-02 16:00:00,131
1985-11-03 16:00:00,150
1985-11-04 16:00:00,161
1985-11-05 16:00:00,165
1985-11-06 16:00:00,169
1985-11-07 16:00:00,176
1985-11-08 16:00:00,180
1985-11-09 16:00:00,180
1985-11-10 16:00:00,180
1985-11-11 16:00:00,180
1985-11-12 16:00:00,180
1985-11-13 16:00:00,180
1985-11-14 16:00:00,180
1985-11-15 16:00:00,184
1985-11-16 16:00:00,199
1985-11-17 16:00:00,199
1985-11-18 16:00:00,199
1985-11-19 16:00:00,199
1985-11-20 16:00:00,199
1985-11-21 16:00:00,199
1985-11-22 16:00:00,199
1985-11-23 16:00:00,199
1985-11-24 16:00:00,195
1985-11-25 16:00:00,191
1985-11-26 16:00:00,191
1985-11-27 16:00:00,191
1985-11-28 16:00:00,191
1985-11-29 16:00:00,191
1985-11-30 16:00:00,191
1985-12-01 16:00:00,191
1985-12-02 16:00:00,199
1985-12-03 16:00:00,199
1985-12-04 16:00:00,203
1985-12-05 16:00:00,206
1985-12-06 16:00:00,210
1985-12-07 16:00:00,210
1985-12-08 16:00:00,210
1985-12-09 16:00:00,210
1985-12-10 16:00:00,210
1985-12-11 16:00:00,210
1985-12-12 16:00:00,210
1985-12-13 16:00:00,210
1985-12-14 16:00:00,210
1985-12-15 16:00:00,210
1985-12-16 16:00:00,210
1985-12-17 16:00:00,214
1985-12-18 16:00:00,214
1985-12-19 16:00:00,218
1985-12-20 16:00:00,218
1985-12-21 16:00:00,221
1985-12-22 16:00:00,221
1985-12-23 16:00:00,221
1985-12-24 16:00:00,221
1985-12-25 16:00:00,221
1985-12-26 16:00:00,221
1985-12-27 16:00:00,221
1985-12-28 16:00:00,221
1985-12-29 16:00:00,221
1985-12-30 16:00:00,221
1985-12-31 16:00:00,221
1986-01-01 16:00:00,234
1986-01-02 16:00:00,240
1986-01-03 16:00:00,240
1986-01-04 16:00:00,244
1986-01-05 16:00:00,248
1986-01-06 16:00:00,248
1986-01-07 16:00:00,255
1986-01-08 16:00:00,259
1986-01-09 16:00:00,267
1986-01-10 16:00:00,269
1986-01-11 16:00:00,269
1986-01-12 16:00:00,272
1986-01-13 16:00:00,273
1986-01-14 16:00:00,276
1986-01-15 16:00:00,285
1986-01-16 16:00:00,300
1986-01-17 16:00:00,315
1986-01-18 16:00:00,375
1986-01-19 16:00:00,387
1986-01-20 16:00:00,394
1986-01-21 16:00:00,398
1986-01-22 16:00:00,405
1986-01-23 16:00:00,420
1986-01-24 16:00:00,420
1986-01-25 16:00:00,420
1986-01-26 16:00:00,420
1986-01-27 16:00:00,435
1986-01-28 16:00:00,443
1986-01-29 16:00:00,447
1986-01-30 16:00:00,458
1986-01-31 16:00:00,458
1986-02-01 16:00:00,465
1986-02-02 16:00:00,473
1986-02-03 16:00:00,473
1986-02-04 16:00:00,473
1986-02-05 16:00:00,473
1986-02-06 16:00:00,473
1986-02-07 16:00:00,473
1986-02-08 16:00:00,473
1986-02-09 16:00:00,473
1986-02-10 16:00:00,473
1986-02-11 16:00:00,473
1986-02-12 16:00:00,473
1986-02-13 16:00:00,473
1986-02-14 16:00:00,484
1986-02-15 16:00:00,522
1986-02-16 16:00:00,533
1986-02-17 16:00:00,533
1986-02-18 16:00:00,533
1986-02-19 16:00:00,533
1986-02-20 16:00:00,533
1986-02-21 16:00:00,540
1986-02-22 16:00:00,544
1986-02-23 16:00:00,570
1986-02-24 16:00:00,570
1986-02-25 16:00:00,593
1986-02-26 16:00:00,597
1986-02-27 16:00:00,600
1986-02-28 16:00:00,600
1986-03-01 16:00:00,604
1986-03-02 16:00:00,604
1986-03-03 16:00:00,604
1986-03-04 16:00:00,608
1986-03-05 16:00:00,608
1986-03-06 16:00:00,612
1986-03-07 16:00:00,619
1986-03-08 16:00:00,623
1986-03-09 16:00:00,630
1986-03-10 16:00:00,630
1986-03-11 16:00:00,630
1986-03-12 16:00:00,634
1986-03-13 16:00:00,634
1986-03-14 16:00:00,634
1986-03-15 16:00:00,634
1986-03-16 16:00:00,638
1986-03-17 16:00:00,638
1986-03-18 16:00:00,638
1986-03-19 16:00:00,641
1986-03-20 16:00:00,641
1986-03-21 16:00:00,649
1986-03-22 16:00:00,660
1986-03-23 16:00:00,671
1986-03-24 16:00:00,686
1986-03-25 16:00:00,694
1986-03-26 16:00:00,694
1986-03-27 16:00:00,694
1986-03-28 16:00:00,694
1986-03-29 16:00:00,701
1986-03-30 16:00:00,716
1986-03-31 16:00:00,716
1986-04-01 16:00:00,724
1986-04-02 16:00:00,724
1986-04-03 16:00:00,724
1986-04-04 16:00:00,724
1986-04-05 16:00:00,724
1986-04-06 16:00:00,716
1986-04-07 16:00:00,716
1986-04-08 16:00:00,716
1986-04-09 16:00:00,694
1986-04-10 16:00:00,694
1986-04-11 16:00:00,686
1986-04-12 16:00:00,686
1986-04-13 16:00:00,686
1986-04-14 16:00:00,686
1986-04-15 16:00:00,686
1986-04-16 16:00:00,686
1986-04-17 16:00:00,686
1986-04-18 16:00:00,686
1986-04-19 16:00:00,686
1986-04-20 16:00:00,686
1986-04-21 16:00:00,683
1986-04-22 16:00:00,690
1986-04-23 16:00:00,701
1986-04-24 16:00:00,698
1986-04-25 16:00:00,694
1986-04-26 16:00:00,694
1986-04-27 16:00:00,701
1986-04-28 16:00:00,709
1986-04-29 16:00:00,716
1986-04-30 16:00:00,716
1986-05-01 16:00:00,713
1986-05-02 16:00:00,713
1986-05-03 16:00:00,724
1986-05-04 16:00:00,724
1986-05-05 16:00:00,724
1986-05-06 16:00:00,709
1986-05-07 16:00:00,696
1986-05-08 16:00:00,690
1986-05-09 16:00:00,676
1986-05-10 16:00:00,664
1986-05-11 16:00:00,669
1986-05-12 16:00:00,684
1986-05-13 16:00:00,684
1986-05-14 16:00:00,684
1986-05-15 16:00:00,682
1986-05-16 16:00:00,678
1986-05-17 16:00:00,671
1986-05-18 16:00:00,669
1986-05-19 16:00:00,615
1986-05-20 16:00:00,587
1986-05-21 16:00:00,567
1986-05-22 16:00:00,575
1986-05-23 16:00:00,537
1986-05-24 16:00:00,498
1986-05-25 16:00:00,453
1986-05-26 16:00:00,389
1986-05-27 16:00:00,312
1986-05-28 16:00:00,248
1986-05-29 16:00:00,124
1986-05-30 16:00:00,0
1986-05-30 16:00:01,NaN
1986-09-25 15:59:59,NaN
1986-09-25 16:00:00,0
1986-09-26 16:00:00,8
1986-09-27 16:00:00,7.9
1986-09-28 16:00:00,15.9
1986-09-29 16:00:00,23.8
1986-09-30 16:00:00,0
1986-10-01 16:00:00,39.7
1986-10-02 16:00:00,44.7
1986-10-03 16:00:00,35.6
1986-10-04 16:00:00,30.6
1986-10-05 16:00:00,24.5
1986-10-06 16:00:00,16.4
1986-10-07 16:00:00,9.4
1986-10-08 16:00:00,9.3
1986-10-09 16:00:00,10.3
1986-10-10 16:00:00,3.2
1986-10-11 16:00:00,3.2
1986-10-12 16:00:00,2.1
1986-10-13 16:00:00,2
1986-10-14 16:00:00,1
1986-10-15 16:00:00,0.9
1986-10-16 16:00:00,0
1986-10-17 16:00:00,0
1986-10-18 16:00:00,0
1986-10-19 16:00:00,0
1986-10-20 16:00:00,0
1986-10-21 16:00:00,0
1986-10-22 16:00:00,0
1986-10-23 16:00:00,0
1986-10-24 16:00:00,0
1986-10-25 16:00:00,0
1986-10-26 16:00:00,0
1986-10-27 16:00:00,0
1986-10-28 16:00:00,0
1986-10-29 16:00:00,9.5
1986-10-30 16:00:00,13.7
1986-10-31 16:00:00,15.9
1986-11-01 16:00:00,22.1
1986-11-02 16:00:00,22.3
1986-11-03 16:00:00,23.6
1986-11-04 16:00:00,25.8
1986-11-05 16:00:00,21.1
1986-11-06 16:00:00,19.3
1986-11-07 16:00:00,23.5
1986-11-08 16:00:00,28.8
1986-11-09 16:00:00,24.9
1986-11-10 16:00:00,27.2
1986-11-11 16:00:00,29.4
1986-11-12 16:00:00,33.7
1986-11-13 16:00:00,50.9
1986-11-14 16:00:00,56.2
1986-11-15 16:00:00,61.4
1986-11-16 16:00:00,75.6
1986-11-17 16:00:00,81.8
1986-11-18 16:00:00,124
1986-11-19 16:00:00,142.3
1986-11-20 16:00:00,160.5
1986-11-21 16:00:00,163.8
1986-11-22 16:00:00,168
1986-11-23 16:00:00,237.3
1986-11-24 16:00:00,250.5
1986-11-25 16:00:00,261.6
1986-11-26 16:00:00,269.9
1986-11-27 16:00:00,270.1
1986-11-28 16:00:00,271.4
1986-11-29 16:00:00,272.6
1986-11-30 16:00:00,286.9
1986-12-01 16:00:00,292.1
1986-12-02 16:00:00,292.3
1986-12-03 16:00:00,293.5
1986-12-04 16:00:00,290.7
1986-12-05 16:00:00,293
1986-12-06 16:00:00,292.2
1986-12-07 16:00:00,293.5
1986-12-08 16:00:00,294.7
1986-12-09 16:00:00,293
1986-12-10 16:00:00,293.2
1986-12-11 16:00:00,292.3
1986-12-12 16:00:00,294.6
1986-12-13 16:00:00,299.8
1986-12-14 16:00:00,311.1
1986-12-15 16:00:00,311.3
1986-12-16 16:00:00,314.6
1986-12-17 16:00:00,318.8
1986-12-18 16:00:00,318
1986-12-19 16:00:00,315.2
1986-12-20 16:00:00,315.4
1986-12-21 16:00:00,320.7
1986-12-22 16:00:00,322.9
1986-12-23 16:00:00,328.2
1986-12-24 16:00:00,334.4
1986-12-25 16:00:00,336.7
1986-12-26 16:00:00,336.9
1986-12-27 16:00:00,336
1986-12-28 16:00:00,337.3
1986-12-29 16:00:00,348.5
1986-12-30 16:00:00,351.8
1986-12-31 16:00:00,351
1987-01-01 16:00:00,359.3
1987-01-02 16:00:00,374.5
1987-01-03 16:00:00,388.8
1987-01-04 16:00:00,390.9
1987-01-05 16:00:00,391.1
1987-01-06 16:00:00,391.4
1987-01-07 16:00:00,391.6
1987-01-08 16:00:00,390.9
1987-01-09 16:00:00,391.1
1987-01-10 16:00:00,389.4
1987-01-11 16:00:00,389.6
1987-01-12 16:00:00,403.7
1987-01-13 16:00:00,413
1987-01-14 16:00:00,417.2
1987-01-15 16:00:00,415.5
1987-01-16 16:00:00,414.7
1987-01-17 16:00:00,415
1987-01-18 16:00:00,414.2
1987-01-19 16:00:00,414.5
1987-01-20 16:00:00,413.6
1987-01-21 16:00:00,413.8
1987-01-22 16:00:00,413.1
1987-01-23 16:00:00,412.3
1987-01-24 16:00:00,422.3
1987-01-25 16:00:00,433.2
1987-01-26 16:00:00,437.2
1987-01-27 16:00:00,448.1
1987-01-28 16:00:00,456.1
1987-01-29 16:00:00,456
1987-01-30 16:00:00,462.9
1987-01-31 16:00:00,492.9
1987-02-01 16:00:00,507.8
1987-02-02 16:00:00,507.8
1987-02-03 16:00:00,507.70000000000005
1987-02-04 16:00:00,507.70000000000005
1987-02-05 16:00:00,507.6
1987-02-06 16:00:00,507.50000000000006
1987-02-07 16:00:00,507.50000000000006
1987-02-08 16:00:00,507.4
1987-02-09 16:00:00,507.4
1987-02-10 16:00:00,507.29999999999995
1987-02-11 16:00:00,507.29999999999995
1987-02-12 16:00:00,507.2
1987-02-13 16:00:00,515.2
1987-02-14 16:00:00,515.1
1987-02-15 16:00:00,515
1987-02-16 16:00:00,522
1987-02-17 16:00:00,521.9
1987-02-18 16:00:00,521.9
1987-02-19 16:00:00,521.8
1987-02-20 16:00:00,521.8
1987-02-21 16:00:00,525.7
1987-02-22 16:00:00,529.7
1987-02-23 16:00:00,529.6
1987-02-24 16:00:00,529.5
1987-02-25 16:00:00,536.5
1987-02-26 16:00:00,536.4
1987-02-27 16:00:00,536.4
1987-02-28 16:00:00,544.3
1987-03-01 16:00:00,551.3
1987-03-02 16:00:00,581.2
1987-03-03 16:00:00,596.1
1987-03-04 16:00:00,600.1
1987-03-05 16:00:00,600
1987-03-06 16:00:00,600
1987-03-07 16:00:00,603.9
1987-03-08 16:00:00,610.9
1987-03-09 16:00:00,618.8
1987-03-10 16:00:00,633.8
1987-03-11 16:00:00,648.7
1987-03-12 16:00:00,659.6
1987-03-13 16:00:00,670.6
1987-03-14 16:00:00,674.5
1987-03-15 16:00:00,674.5
1987-03-16 16:00:00,681.4
1987-03-17 16:00:00,696.4
1987-03-18 16:00:00,700.3
1987-03-19 16:00:00,704.3
1987-03-20 16:00:00,704.2
1987-03-21 16:00:00,708.1
1987-03-22 16:00:00,708.1
1987-03-23 16:00:00,708
1987-03-24 16:00:00,708
1987-03-25 16:00:00,714.9
1987-03-26 16:00:00,714.9
1987-03-27 16:00:00,718.8
1987-03-28 16:00:00,722.7
1987-03-29 16:00:00,722.7
1987-03-30 16:00:00,722.6
1987-03-31 16:00:00,722.6
1987-04-01 16:00:00,718.5
1987-04-02 16:00:00,718.5
1987-04-03 16:00:00,714.4
1987-04-04 16:00:00,710.4
1987-04-05 16:00:00,695.3
1987-04-06 16:00:00,688.2
1987-04-07 16:00:00,692.2
1987-04-08 16:00:00,699.1
1987-04-09 16:00:00,707.1
1987-04-10 16:00:00,718
1987-04-11 16:00:00,722
1987-04-12 16:00:00,728.9
1987-04-13 16:00:00,728.8
1987-04-14 16:00:00,728.8
1987-04-15 16:00:00,736.7
1987-04-16 16:00:00,743.7
1987-04-17 16:00:00,751.6
1987-04-18 16:00:00,758.6
1987-04-19 16:00:00,758.5
1987-04-20 16:00:00,758.5
1987-04-21 16:00:00,754.4
1987-04-22 16:00:00,751.3
1987-04-23 16:00:00,743.3
1987-04-24 16:00:00,728.2
1987-04-25 16:00:00,706.2
1987-04-26 16:00:00,687.1
1987-04-27 16:00:00,646.1
1987-04-28 16:00:00,612
1987-04-29 16:00:00,574
1987-04-30 16:00:00,540.9
1987-05-01 16:00:00,517.8
1987-05-02 16:00:00,517.8
1987-05-03 16:00:00,506.70000000000005
1987-05-04 16:00:00,472.7
1987-05-05 16:00:00,431.6
1987-05-06 16:00:00,390.6
1987-05-07 16:00:00,345.5
1987-05-08 16:00:00,285.4
1987-05-09 16:00:00,222.4
1987-05-10 16:00:00,162.3
1987-05-11 16:00:00,83.3
1987-05-12 16:00:00,49.2
1987-05-13 16:00:00,19.2
1987-05-14 16:00:00,12.1
1987-05-15 16:00:00,8.1
1987-05-16 16:00:00,0
1987-05-16 16:00:01,NaN
1987-10-01 15:59:59,NaN
1987-10-01 16:00:00,0
1987-10-02 16:00:00,0
1987-10-03 16:00:00,0
1987-10-04 16:00:00,0
1987-10-05 16:00:00,0
1987-10-06 16:00:00,0
1987-10-07 16:00:00,0
1987-10-08 16:00:00,0
1987-10-09 16:00:00,0
1987-10-10 16:00:00,0
1987-10-11 16:00:00,0
1987-10-12 16:00:00,0
1987-10-13 16:00:00,0
1987-10-14 16:00:00,0
1987-10-15 16:00:00,0
1987-10-16 16:00:00,0
1987-10-17 16:00:00,0
1987-10-18 16:00:00,0
1987-10-19 16:00:00,0
1987-10-20 16:00:00,0
1987-10-21 16:00:00,0
1987-10-22 16:00:00,0
1987-10-23 16:00:00,0
1987-10-24 16:00:00,0
1987-10-25 16:00:00,0
1987-10-26 16:00:00,0
1987-10-27 16:00:00,0
1987-10-28 16:00:00,0
1987-10-29 16:00:00,0
1987-10-30 16:00:00,0
1987-10-31 16:00:00,0
1987-11-01 16:00:00,0
1987-11-02 16:00:00,0
1987-11-03 16:00:00,0
1987-11-04 16:00:00,0
1987-11-05 16:00:00,0
1987-11-06 16:00:00,0
1987-11-07 16:00:00,0
1987-11-08 16:00:00,0
1987-11-09 16:00:00,0
1987-11-10 16:00:00,0
1987-11-11 16:00:00,0
1987-11-12 16:00:00,0
1987-11-13 16:00:00,14.9
1987-11-14 16:00:00,14.9
1987-11-15 16:00:00,29.8
1987-11-16 16:00:00,29.7
1987-11-17 16:00:00,29.6
1987-11-18 16:00:00,32.6
