Timestamp (UTC),Value (mm)
1996-08-24 16:00:00,0
1996-08-25 16:00:00,0
1996-08-26 16:00:00,0
1996-08-27 16:00:00,0
1996-08-28 16:00:00,0
1996-08-29 16:00:00,0
1996-08-30 16:00:00,0
1996-08-31 16:00:00,0
1996-09-01 16:00:00,0
1996-09-02 16:00:00,0
1996-09-03 16:00:00,0
1996-09-04 16:00:00,0
1996-09-05 16:00:00,0
1996-09-06 16:00:00,0
1996-09-07 16:00:00,0
1996-09-08 16:00:00,0
1996-09-09 16:00:00,0
1996-09-10 16:00:00,0
1996-09-11 16:00:00,0
1996-09-12 16:00:00,0
1996-09-13 16:00:00,0
1996-09-14 16:00:00,0
1996-09-15 16:00:00,0
1996-09-16 16:00:00,0
1996-09-17 16:00:00,0
1996-09-18 16:00:00,0
1996-09-19 16:00:00,0
1996-09-20 16:00:00,0
1996-09-21 16:00:00,0
1996-09-22 16:00:00,0
1996-09-23 16:00:00,0
1996-09-24 16:00:00,0
1996-09-25 16:00:00,0
1996-09-26 16:00:00,0
1996-09-27 16:00:00,0
1996-09-28 16:00:00,0
1996-09-29 16:00:00,0
1996-09-30 16:00:00,0
1996-10-01 16:00:00,0
1996-10-02 16:00:00,0
1996-10-03 16:00:00,0
1996-10-04 16:00:00,0
1996-10-05 16:00:00,0
1996-10-06 16:00:00,0
1996-10-07 16:00:00,0
1996-10-08 16:00:00,0
1996-10-09 16:00:00,0
1996-10-10 16:00:00,4
1996-10-11 16:00:00,4
1996-10-12 16:00:00,4
1996-10-13 16:00:00,11
1996-10-14 16:00:00,23
1996-10-15 16:00:00,30
1996-10-16 16:00:00,30
1996-10-17 16:00:00,38
1996-10-18 16:00:00,41
1996-10-19 16:00:00,41
1996-10-20 16:00:00,41
1996-10-21 16:00:00,45
1996-10-22 16:00:00,49
1996-10-23 16:00:00,53
1996-10-24 16:00:00,56
1996-10-25 16:00:00,56
1996-10-26 16:00:00,60
1996-10-27 16:00:00,60
1996-10-28 16:00:00,79
